sample_id,article_id,pair_id
0,wsj_1705,1
0,wsj_1760,0
0,wsj_1760,1
0,wsj_1730,0
0,wsj_1730,1
0,wsj_1091,0
0,wsj_1091,1
0,wsj_1030,0
0,wsj_1030,1
0,wsj_1088,0
0,wsj_1088,1
0,wsj_1053,0
0,wsj_1053,1
0,wsj_1012,0
0,wsj_1012,1
0,wsj_1057,0
0,wsj_1057,1
0,wsj_1034,0
0,wsj_1034,1
0,wsj_1095,0
0,wsj_1095,1
0,wsj_1055,0
0,wsj_1055,1
0,wsj_1092,0
0,wsj_1092,1
0,wsj_1017,0
0,wsj_1017,1
0,wsj_1089,0
0,wsj_1089,1
0,wsj_1054,0
0,wsj_1054,1
0,wsj_1094,0
0,wsj_1094,1
0,wsj_1096,0
0,wsj_1096,1
0,wsj_1072,0
0,wsj_1072,1
0,wsj_1043,0
0,wsj_1043,1
0,wsj_1067,0
0,wsj_1067,1
0,wsj_1065,0
0,wsj_1065,1
0,wsj_1058,0
0,wsj_1058,1
0,wsj_1004,0
0,wsj_1004,1
0,wsj_1041,0
0,wsj_1041,1
0,wsj_1000,0
0,wsj_1000,1
0,wsj_1045,0
0,wsj_1045,1
0,wsj_1024,0
0,wsj_1024,1
0,wsj_1019,0
0,wsj_1019,1
0,wsj_1026,0
0,wsj_1026,1
0,wsj_1047,0
0,wsj_1047,1
0,wsj_1064,0
0,wsj_1064,1
0,wsj_1007,0
0,wsj_1007,1
0,wsj_1066,0
0,wsj_1066,1
0,wsj_1023,0
0,wsj_1023,1
0,wsj_1062,0
0,wsj_1062,1
0,wsj_1027,0
0,wsj_1027,1
0,wsj_1086,0
0,wsj_1086,1
0,wsj_1044,0
0,wsj_1044,1
0,wsj_1018,0
0,wsj_1018,1
0,wsj_1924,0
0,wsj_1924,1
0,wsj_1980,0
0,wsj_1980,1
0,wsj_1984,0
0,wsj_1984,1
0,wsj_1946,0
0,wsj_1946,1
0,wsj_2102,0
0,wsj_2102,1
0,wsj_2151,0
0,wsj_2151,1
0,wsj_2112,0
0,wsj_2112,1
0,wsj_2136,0
0,wsj_2136,1
0,wsj_0725,0
0,wsj_0725,1
0,wsj_0755,0
0,wsj_0755,1
0,wsj_0771,0
0,wsj_0771,1
0,wsj_0790,0
0,wsj_0790,1
0,wsj_0049,0
0,wsj_0049,1
0,wsj_0089,0
0,wsj_0089,1
0,wsj_0037,0
0,wsj_0037,1
0,wsj_0020,0
0,wsj_0020,1
0,wsj_0909,0
0,wsj_0909,1
0,wsj_0910,0
0,wsj_0910,1
0,wsj_0990,0
0,wsj_0990,1
0,wsj_0956,0
0,wsj_0956,1
0,wsj_0937,0
0,wsj_0937,1
0,wsj_0814,0
0,wsj_0814,1
0,wsj_0804,0
0,wsj_0804,1
0,wsj_0134,0
0,wsj_0134,1
0,wsj_0112,0
0,wsj_0112,1
0,wsj_0174,0
0,wsj_0174,1
0,wsj_0126,0
0,wsj_0126,1
0,wsj_0102,0
0,wsj_0102,1
0,wsj_0120,0
0,wsj_0120,1
0,wsj_0121,0
0,wsj_0121,1
0,wsj_0683,0
0,wsj_0683,1
0,wsj_0655,0
0,wsj_0655,1
0,wsj_0616,0
0,wsj_0616,1
0,wsj_0633,0
0,wsj_0633,1
0,wsj_2413,0
0,wsj_2413,1
0,wsj_2454,0
0,wsj_2454,1
0,wsj_2408,0
0,wsj_2408,1
0,wsj_2449,0
0,wsj_2449,1
0,wsj_2431,0
0,wsj_2431,1
0,wsj_2428,0
0,wsj_2428,1
0,wsj_2452,0
0,wsj_2452,1
0,wsj_2417,0
0,wsj_2417,1
0,wsj_2436,0
0,wsj_2436,1
0,wsj_2412,0
0,wsj_2412,1
0,wsj_2432,0
0,wsj_2432,1
0,wsj_2448,0
0,wsj_2448,1
0,wsj_2429,0
0,wsj_2429,1
0,wsj_2451,0
0,wsj_2451,1
0,wsj_2418,0
0,wsj_2418,1
0,wsj_2401,0
0,wsj_2401,1
0,wsj_2446,0
0,wsj_2446,1
0,wsj_2403,0
0,wsj_2403,1
0,wsj_2407,0
0,wsj_2407,1
0,wsj_2405,0
0,wsj_2405,1
0,wsj_2402,0
0,wsj_2402,1
0,wsj_2424,0
0,wsj_2424,1
0,wsj_2400,0
0,wsj_2400,1
0,wsj_2404,0
0,wsj_2404,1
0,wsj_2422,0
0,wsj_2422,1
0,wsj_2406,0
0,wsj_2406,1
0,wsj_2346,0
0,wsj_2346,1
0,wsj_2384,0
0,wsj_2384,1
0,wsj_2344,0
0,wsj_2344,1
0,wsj_2325,0
0,wsj_2325,1
0,wsj_2321,0
0,wsj_2321,1
0,wsj_2338,0
0,wsj_2338,1
0,wsj_2382,0
0,wsj_2382,1
0,wsj_2378,0
0,wsj_2378,1
0,wsj_2324,0
0,wsj_2324,1
0,wsj_2361,0
0,wsj_2361,1
0,wsj_2326,0
0,wsj_2326,1
0,wsj_2363,0
0,wsj_2363,1
0,wsj_2347,0
0,wsj_2347,1
0,wsj_2343,0
0,wsj_2343,1
0,wsj_2367,0
0,wsj_2367,1
0,wsj_2358,0
0,wsj_2358,1
0,wsj_2320,0
0,wsj_2320,1
0,wsj_2381,0
0,wsj_2381,1
0,wsj_2370,0
0,wsj_2370,1
0,wsj_2335,0
0,wsj_2335,1
0,wsj_2394,0
0,wsj_2394,1
0,wsj_2369,0
0,wsj_2369,1
0,wsj_2354,0
0,wsj_2354,1
0,wsj_2356,0
0,wsj_2356,1
0,wsj_2372,0
0,wsj_2372,1
0,wsj_2376,0
0,wsj_2376,1
0,wsj_2352,0
0,wsj_2352,1
0,wsj_2328,0
0,wsj_2328,1
0,wsj_2350,0
0,wsj_2350,1
0,wsj_2331,0
0,wsj_2331,1
0,wsj_2389,0
0,wsj_2389,1
0,wsj_2357,0
0,wsj_2357,1
0,wsj_2373,0
0,wsj_2373,1
0,wsj_2371,0
0,wsj_2371,1
0,wsj_2355,0
0,wsj_2355,1
0,wsj_2395,0
0,wsj_2395,1
0,wsj_2368,0
0,wsj_2368,1
0,wsj_2351,0
0,wsj_2351,1
0,wsj_2348,0
0,wsj_2348,1
0,wsj_2330,0
0,wsj_2330,1
0,wsj_2375,0
0,wsj_2375,1
0,wsj_2377,0
0,wsj_2377,1
0,wsj_2393,0
0,wsj_2393,1
0,wsj_1518,0
0,wsj_1518,1
0,wsj_1560,0
0,wsj_1560,1
0,wsj_1544,0
0,wsj_1544,1
0,wsj_1586,0
0,wsj_1586,1
0,wsj_1527,0
0,wsj_1527,1
0,wsj_1566,0
0,wsj_1566,1
0,wsj_1523,0
0,wsj_1523,1
0,wsj_1582,0
0,wsj_1582,1
0,wsj_1505,0
0,wsj_1505,1
0,wsj_1580,0
0,wsj_1580,1
0,wsj_1564,0
0,wsj_1564,1
0,wsj_1502,0
0,wsj_1502,1
0,wsj_1547,0
0,wsj_1547,1
0,wsj_1587,0
0,wsj_1587,1
0,wsj_1526,0
0,wsj_1526,1
0,wsj_1563,0
0,wsj_1563,1
0,wsj_1561,0
0,wsj_1561,1
0,wsj_1585,0
0,wsj_1585,1
0,wsj_1500,0
0,wsj_1500,1
0,wsj_1581,0
0,wsj_1581,1
0,wsj_1504,0
0,wsj_1504,1
0,wsj_1565,0
0,wsj_1565,1
0,wsj_1598,0
0,wsj_1598,1
0,wsj_1567,0
0,wsj_1567,1
0,wsj_1506,0
0,wsj_1506,1
0,wsj_1583,0
0,wsj_1583,1
0,wsj_1572,0
0,wsj_1572,1
0,wsj_1537,0
0,wsj_1537,1
0,wsj_1556,0
0,wsj_1556,1
0,wsj_1554,0
0,wsj_1554,1
0,wsj_1569,0
0,wsj_1569,1
0,wsj_1570,0
0,wsj_1570,1
0,wsj_1549,0
0,wsj_1549,1
0,wsj_1589,0
0,wsj_1589,1
0,wsj_1574,0
0,wsj_1574,1
0,wsj_1550,0
0,wsj_1550,1
0,wsj_1515,0
0,wsj_1515,1
0,wsj_1590,0
0,wsj_1590,1
0,wsj_1517,0
0,wsj_1517,1
0,wsj_1568,0
0,wsj_1568,1
0,wsj_1510,0
0,wsj_1510,1
0,wsj_1555,0
0,wsj_1555,1
0,wsj_1571,0
0,wsj_1571,1
0,wsj_1512,0
0,wsj_1512,1
0,wsj_1588,0
0,wsj_1588,1
0,wsj_1591,0
0,wsj_1591,1
0,wsj_1529,0
0,wsj_1529,1
0,wsj_1514,0
0,wsj_1514,1
0,wsj_1551,0
0,wsj_1551,1
0,wsj_1270,0
0,wsj_1270,1
0,wsj_1269,0
0,wsj_1269,1
0,wsj_1294,0
0,wsj_1294,1
0,wsj_1254,0
0,wsj_1254,1
0,wsj_1256,0
0,wsj_1256,1
0,wsj_1213,0
0,wsj_1213,1
0,wsj_1296,0
0,wsj_1296,1
0,wsj_1272,0
0,wsj_1272,1
0,wsj_1233,0
0,wsj_1233,1
0,wsj_1252,0
0,wsj_1252,1
0,wsj_1290,0
0,wsj_1290,1
0,wsj_1250,0
0,wsj_1250,1
0,wsj_1215,0
0,wsj_1215,1
0,wsj_1274,0
0,wsj_1274,1
0,wsj_1249,0
0,wsj_1249,1
0,wsj_1212,0
0,wsj_1212,1
0,wsj_1273,0
0,wsj_1273,1
0,wsj_1234,0
0,wsj_1234,1
0,wsj_1271,0
0,wsj_1271,1
0,wsj_1268,0
0,wsj_1268,1
0,wsj_1291,0
0,wsj_1291,1
0,wsj_1229,0
0,wsj_1229,1
0,wsj_1230,0
0,wsj_1230,1
0,wsj_1232,0
0,wsj_1232,1
0,wsj_1293,0
0,wsj_1293,1
0,wsj_1216,0
0,wsj_1216,1
0,wsj_1253,0
0,wsj_1253,1
0,wsj_1262,0
0,wsj_1262,1
0,wsj_1246,0
0,wsj_1246,1
0,wsj_1203,0
0,wsj_1203,1
0,wsj_1286,0
0,wsj_1286,1
0,wsj_1284,0
0,wsj_1284,1
0,wsj_1279,0
0,wsj_1279,1
0,wsj_1260,0
0,wsj_1260,1
0,wsj_1218,0
0,wsj_1218,1
0,wsj_1264,0
0,wsj_1264,1
0,wsj_1299,0
0,wsj_1299,1
0,wsj_1238,0
0,wsj_1238,1
0,wsj_1282,0
0,wsj_1282,1
0,wsj_1266,0
0,wsj_1266,1
0,wsj_1224,0
0,wsj_1224,1
0,wsj_1261,0
0,wsj_1261,1
0,wsj_1263,0
0,wsj_1263,1
0,wsj_1287,0
0,wsj_1287,1
0,wsj_1206,0
0,wsj_1206,1
0,wsj_1222,0
0,wsj_1222,1
0,wsj_1267,0
0,wsj_1267,1
0,wsj_1258,0
0,wsj_1258,1
0,wsj_1298,0
0,wsj_1298,1
0,wsj_1390,0
0,wsj_1390,1
0,wsj_1328,0
0,wsj_1328,1
0,wsj_1315,0
0,wsj_1315,1
0,wsj_1350,0
0,wsj_1350,1
0,wsj_1389,0
0,wsj_1389,1
0,wsj_1331,0
0,wsj_1331,1
0,wsj_1349,0
0,wsj_1349,1
0,wsj_1376,0
0,wsj_1376,1
0,wsj_1317,0
0,wsj_1317,1
0,wsj_1313,0
0,wsj_1313,1
0,wsj_1396,0
0,wsj_1396,1
0,wsj_1337,0
0,wsj_1337,1
0,wsj_1335,0
0,wsj_1335,1
0,wsj_1308,0
0,wsj_1308,1
0,wsj_1377,0
0,wsj_1377,1
0,wsj_1353,0
0,wsj_1353,1
0,wsj_1316,0
0,wsj_1316,1
0,wsj_1388,0
0,wsj_1388,1
0,wsj_1375,0
0,wsj_1375,1
0,wsj_1310,0
0,wsj_1310,1
0,wsj_1368,0
0,wsj_1368,1
0,wsj_1397,0
0,wsj_1397,1
0,wsj_1307,0
0,wsj_1307,1
0,wsj_1323,0
0,wsj_1323,1
0,wsj_1366,0
0,wsj_1366,1
0,wsj_1379,0
0,wsj_1379,1
0,wsj_1318,0
0,wsj_1318,1
0,wsj_1327,0
0,wsj_1327,1
0,wsj_1386,0
0,wsj_1386,1
0,wsj_1365,0
0,wsj_1365,1
0,wsj_1320,0
0,wsj_1320,1
0,wsj_1398,0
0,wsj_1398,1
0,wsj_1341,0
0,wsj_1341,1
0,wsj_1381,0
0,wsj_1381,1
0,wsj_1306,0
0,wsj_1306,1
0,wsj_1367,0
0,wsj_1367,1
0,wsj_1322,0
0,wsj_1322,1
0,wsj_1326,0
0,wsj_1326,1
0,wsj_1387,0
0,wsj_1387,1
0,wsj_1347,0
0,wsj_1347,1
0,wsj_1302,0
0,wsj_1302,1
0,wsj_1300,0
0,wsj_1300,1
0,wsj_1385,0
0,wsj_1385,1
0,wsj_1405,0
0,wsj_1405,1
0,wsj_1459,0
0,wsj_1459,1
0,wsj_1421,0
0,wsj_1421,1
0,wsj_1464,0
0,wsj_1464,1
0,wsj_1499,0
0,wsj_1499,1
0,wsj_1423,0
0,wsj_1423,1
0,wsj_1407,0
0,wsj_1407,1
0,wsj_1446,0
0,wsj_1446,1
0,wsj_1418,0
0,wsj_1418,1
0,wsj_1460,0
0,wsj_1460,1
0,wsj_1422,0
0,wsj_1422,1
0,wsj_1404,0
0,wsj_1404,1
0,wsj_1465,0
0,wsj_1465,1
0,wsj_1498,0
0,wsj_1498,1
0,wsj_1458,0
0,wsj_1458,1
0,wsj_1461,0
0,wsj_1461,1
0,wsj_1424,0
0,wsj_1424,1
0,wsj_1478,0
0,wsj_1478,1
0,wsj_1400,0
0,wsj_1400,1
0,wsj_1447,0
0,wsj_1447,1
0,wsj_1402,0
0,wsj_1402,1
0,wsj_1452,0
0,wsj_1452,1
0,wsj_1476,0
0,wsj_1476,1
0,wsj_1489,0
0,wsj_1489,1
0,wsj_1474,0
0,wsj_1474,1
0,wsj_1415,0
0,wsj_1415,1
0,wsj_1450,0
0,wsj_1450,1
0,wsj_1428,0
0,wsj_1428,1
0,wsj_1469,0
0,wsj_1469,1
0,wsj_1494,0
0,wsj_1494,1
0,wsj_1435,0
0,wsj_1435,1
0,wsj_1470,0
0,wsj_1470,1
0,wsj_1472,0
0,wsj_1472,1
0,wsj_1496,0
0,wsj_1496,1
0,wsj_1413,0
0,wsj_1413,1
0,wsj_1448,0
0,wsj_1448,1
0,wsj_1429,0
0,wsj_1429,1
0,wsj_1453,0
0,wsj_1453,1
0,wsj_1416,0
0,wsj_1416,1
0,wsj_1493,0
0,wsj_1493,1
0,wsj_1432,0
0,wsj_1432,1
0,wsj_1473,0
0,wsj_1473,1
0,wsj_1436,0
0,wsj_1436,1
0,wsj_1412,0
0,wsj_1412,1
0,wsj_1497,0
0,wsj_1497,1
0,wsj_1495,0
0,wsj_1495,1
0,wsj_1455,0
0,wsj_1455,1
0,wsj_1471,0
0,wsj_1471,1
0,wsj_1409,0
0,wsj_1409,1
0,wsj_2278,0
0,wsj_2278,1
0,chtb_0312,0
0,chtb_0312,1
0,chtb_0310,0
0,chtb_0310,1
0,chtb_0314,0
0,chtb_0314,1
0,chtb_0316,0
0,chtb_0316,1
0,chtb_0311,0
0,chtb_0311,1
0,chtb_0308,0
0,chtb_0308,1
0,chtb_0313,0
0,chtb_0313,1
0,chtb_0317,0
0,chtb_0317,1
0,chtb_0315,0
0,chtb_0315,1
0,chtb_0324,0
0,chtb_0324,1
0,chtb_0300,0
0,chtb_0300,1
0,chtb_0302,0
0,chtb_0302,1
0,chtb_0322,0
0,chtb_0322,1
0,chtb_0306,0
0,chtb_0306,1
0,chtb_0320,0
0,chtb_0320,1
0,chtb_0303,0
0,chtb_0303,1
0,chtb_0318,0
0,chtb_0318,1
0,chtb_0325,0
0,chtb_0325,1
0,chtb_0301,0
0,chtb_0301,1
0,chtb_0305,0
0,chtb_0305,1
0,chtb_0321,0
0,chtb_0321,1
0,chtb_0323,0
0,chtb_0323,1
0,chtb_0307,0
0,chtb_0307,1
0,chtb_0216,0
0,chtb_0216,1
0,chtb_0253,0
0,chtb_0253,1
0,chtb_0293,0
0,chtb_0293,1
0,chtb_0232,0
0,chtb_0232,1
0,chtb_0277,0
0,chtb_0277,1
0,chtb_0230,0
0,chtb_0230,1
0,chtb_0275,0
0,chtb_0275,1
0,chtb_0288,0
0,chtb_0288,1
0,chtb_0248,0
0,chtb_0248,1
0,chtb_0229,0
0,chtb_0229,1
0,chtb_0291,0
0,chtb_0291,1
0,chtb_0214,0
0,chtb_0214,1
0,chtb_0251,0
0,chtb_0251,1
0,chtb_0295,0
0,chtb_0295,1
0,chtb_0268,0
0,chtb_0268,1
0,chtb_0210,0
0,chtb_0210,1
0,chtb_0255,0
0,chtb_0255,1
0,chtb_0234,0
0,chtb_0234,1
0,chtb_0271,0
0,chtb_0271,1
0,chtb_0209,0
0,chtb_0209,1
0,chtb_0236,0
0,chtb_0236,1
0,chtb_0273,0
0,chtb_0273,1
0,chtb_0212,0
0,chtb_0212,1
0,chtb_0257,0
0,chtb_0257,1
0,chtb_0297,0
0,chtb_0297,1
0,chtb_0249,0
0,chtb_0249,1
0,chtb_0274,0
0,chtb_0274,1
0,chtb_0231,0
0,chtb_0231,1
0,chtb_0250,0
0,chtb_0250,1
0,chtb_0215,0
0,chtb_0215,1
0,chtb_0228,0
0,chtb_0228,1
0,chtb_0290,0
0,chtb_0290,1
0,chtb_0292,0
0,chtb_0292,1
0,chtb_0217,0
0,chtb_0217,1
0,chtb_0276,0
0,chtb_0276,1
0,chtb_0233,0
0,chtb_0233,1
0,chtb_0272,0
0,chtb_0272,1
0,chtb_0237,0
0,chtb_0237,1
0,chtb_0256,0
0,chtb_0256,1
0,chtb_0213,0
0,chtb_0213,1
0,chtb_0211,0
0,chtb_0211,1
0,chtb_0294,0
0,chtb_0294,1
0,chtb_0269,0
0,chtb_0269,1
0,chtb_0208,0
0,chtb_0208,1
0,chtb_0270,0
0,chtb_0270,1
0,chtb_0281,0
0,chtb_0281,1
0,chtb_0239,0
0,chtb_0239,1
0,chtb_0204,0
0,chtb_0204,1
0,chtb_0241,0
0,chtb_0241,1
0,chtb_0298,0
0,chtb_0298,1
0,chtb_0220,0
0,chtb_0220,1
0,chtb_0265,0
0,chtb_0265,1
0,chtb_0258,0
0,chtb_0258,1
0,chtb_0222,0
0,chtb_0222,1
0,chtb_0267,0
0,chtb_0267,1
0,chtb_0206,0
0,chtb_0206,1
0,chtb_0243,0
0,chtb_0243,1
0,chtb_0283,0
0,chtb_0283,1
0,chtb_0202,0
0,chtb_0202,1
0,chtb_0247,0
0,chtb_0247,1
0,chtb_0287,0
0,chtb_0287,1
0,chtb_0226,0
0,chtb_0226,1
0,chtb_0263,0
0,chtb_0263,1
0,chtb_0224,0
0,chtb_0224,1
0,chtb_0261,0
0,chtb_0261,1
0,chtb_0219,0
0,chtb_0219,1
0,chtb_0278,0
0,chtb_0278,1
0,chtb_0285,0
0,chtb_0285,1
0,chtb_0200,0
0,chtb_0200,1
0,chtb_0245,0
0,chtb_0245,1
0,chtb_0266,0
0,chtb_0266,1
0,chtb_0223,0
0,chtb_0223,1
0,chtb_0282,0
0,chtb_0282,1
0,chtb_0242,0
0,chtb_0242,1
0,chtb_0207,0
0,chtb_0207,1
0,chtb_0205,0
0,chtb_0205,1
0,chtb_0280,0
0,chtb_0280,1
0,chtb_0238,0
0,chtb_0238,1
0,chtb_0259,0
0,chtb_0259,1
0,chtb_0299,0
0,chtb_0299,1
0,chtb_0264,0
0,chtb_0264,1
0,chtb_0221,0
0,chtb_0221,1
0,chtb_0260,0
0,chtb_0260,1
0,chtb_0225,0
0,chtb_0225,1
0,chtb_0244,0
0,chtb_0244,1
0,chtb_0201,0
0,chtb_0201,1
0,chtb_0279,0
0,chtb_0279,1
0,chtb_0284,0
0,chtb_0284,1
0,chtb_0286,0
0,chtb_0286,1
0,chtb_0246,0
0,chtb_0246,1
0,chtb_0203,0
0,chtb_0203,1
0,chtb_0262,0
0,chtb_0262,1
0,chtb_0227,0
0,chtb_0227,1
0,chtb_0037,0
0,chtb_0037,1
0,chtb_0056,0
0,chtb_0056,1
0,chtb_0096,0
0,chtb_0096,1
0,chtb_0069,0
0,chtb_0069,1
0,chtb_0094,0
0,chtb_0094,1
0,chtb_0054,0
0,chtb_0054,1
0,chtb_0011,0
0,chtb_0011,1
0,chtb_0070,0
0,chtb_0070,1
0,chtb_0035,0
0,chtb_0035,1
0,chtb_0008,0
0,chtb_0008,1
0,chtb_0089,0
0,chtb_0089,1
0,chtb_0074,0
0,chtb_0074,1
0,chtb_0031,0
0,chtb_0031,1
0,chtb_0049,0
0,chtb_0049,1
0,chtb_0090,0
0,chtb_0090,1
0,chtb_0050,0
0,chtb_0050,1
0,chtb_0052,0
0,chtb_0052,1
0,chtb_0092,0
0,chtb_0092,1
0,chtb_0076,0
0,chtb_0076,1
0,chtb_0033,0
0,chtb_0033,1
0,chtb_0068,0
0,chtb_0068,1
0,chtb_0009,0
0,chtb_0009,1
0,chtb_0034,0
0,chtb_0034,1
0,chtb_0071,0
0,chtb_0071,1
0,chtb_0036,0
0,chtb_0036,1
0,chtb_0073,0
0,chtb_0073,1
0,chtb_0057,0
0,chtb_0057,1
0,chtb_0093,0
0,chtb_0093,1
0,chtb_0016,0
0,chtb_0016,1
0,chtb_0053,0
0,chtb_0053,1
0,chtb_0032,0
0,chtb_0032,1
0,chtb_0077,0
0,chtb_0077,1
0,chtb_0048,0
0,chtb_0048,1
0,chtb_0088,0
0,chtb_0088,1
0,chtb_0030,0
0,chtb_0030,1
0,chtb_0075,0
0,chtb_0075,1
0,chtb_0051,0
0,chtb_0051,1
0,chtb_0091,0
0,chtb_0091,1
0,chtb_0018,0
0,chtb_0018,1
0,chtb_0084,0
0,chtb_0084,1
0,chtb_0079,0
0,chtb_0079,1
0,chtb_0044,0
0,chtb_0044,1
0,chtb_0001,0
0,chtb_0001,1
0,chtb_0046,0
0,chtb_0046,1
0,chtb_0086,0
0,chtb_0086,1
0,chtb_0062,0
0,chtb_0062,1
0,chtb_0027,0
0,chtb_0027,1
0,chtb_0023,0
0,chtb_0023,1
0,chtb_0042,0
0,chtb_0042,1
0,chtb_0007,0
0,chtb_0007,1
0,chtb_0082,0
0,chtb_0082,1
0,chtb_0038,0
0,chtb_0038,1
0,chtb_0040,0
0,chtb_0040,1
0,chtb_0005,0
0,chtb_0005,1
0,chtb_0064,0
0,chtb_0064,1
0,chtb_0021,0
0,chtb_0021,1
0,chtb_0099,0
0,chtb_0099,1
0,chtb_0059,0
0,chtb_0059,1
0,chtb_0087,0
0,chtb_0087,1
0,chtb_0002,0
0,chtb_0002,1
0,chtb_0047,0
0,chtb_0047,1
0,chtb_0026,0
0,chtb_0026,1
0,chtb_0019,0
0,chtb_0019,1
0,chtb_0024,0
0,chtb_0024,1
0,chtb_0061,0
0,chtb_0061,1
0,chtb_0045,0
0,chtb_0045,1
0,chtb_0078,0
0,chtb_0078,1
0,chtb_0039,0
0,chtb_0039,1
0,chtb_0081,0
0,chtb_0081,1
0,chtb_0058,0
0,chtb_0058,1
0,chtb_0020,0
0,chtb_0020,1
0,chtb_0065,0
0,chtb_0065,1
0,chtb_0098,0
0,chtb_0098,1
0,chtb_0022,0
0,chtb_0022,1
0,chtb_0067,0
0,chtb_0067,1
0,chtb_0083,0
0,chtb_0083,1
0,chtb_0043,0
0,chtb_0043,1
0,chtb_0117,0
0,chtb_0117,1
0,chtb_0152,0
0,chtb_0152,1
0,chtb_0133,0
0,chtb_0133,1
0,chtb_0176,0
0,chtb_0176,1
0,chtb_0189,0
0,chtb_0189,1
0,chtb_0131,0
0,chtb_0131,1
0,chtb_0174,0
0,chtb_0174,1
0,chtb_0190,0
0,chtb_0190,1
0,chtb_0128,0
0,chtb_0128,1
0,chtb_0115,0
0,chtb_0115,1
0,chtb_0150,0
0,chtb_0150,1
0,chtb_0169,0
0,chtb_0169,1
0,chtb_0194,0
0,chtb_0194,1
0,chtb_0135,0
0,chtb_0135,1
0,chtb_0108,0
0,chtb_0108,1
0,chtb_0113,0
0,chtb_0113,1
0,chtb_0156,0
0,chtb_0156,1
0,chtb_0196,0
0,chtb_0196,1
0,chtb_0148,0
0,chtb_0148,1
0,chtb_0188,0
0,chtb_0188,1
0,chtb_0130,0
0,chtb_0130,1
0,chtb_0151,0
0,chtb_0151,1
0,chtb_0114,0
0,chtb_0114,1
0,chtb_0191,0
0,chtb_0191,1
0,chtb_0129,0
0,chtb_0129,1
0,chtb_0193,0
0,chtb_0193,1
0,chtb_0153,0
0,chtb_0153,1
0,chtb_0116,0
0,chtb_0116,1
0,chtb_0177,0
0,chtb_0177,1
0,chtb_0132,0
0,chtb_0132,1
0,chtb_0173,0
0,chtb_0173,1
0,chtb_0136,0
0,chtb_0136,1
